scenario,seed,policy,bugs_at_20,bugs_at_50,tests_to_all
single_feature,10,Diversity (Multilingual E5),4,10,59
single_feature,10,GP+UCB (Multilingual E5),7,13,49
single_feature,11,Random,3,7,69
single_feature,11,QA order,1,13,40
single_feature,11,Feature-stratified,3,7,63
single_feature,11,Diversity (One-Hot),3,13,45
single_feature,11,GP+UCB (One-Hot),11,13,23
single_feature,11,Diversity (TF-IDF + SVD),3,8,67
single_feature,11,GP+UCB (TF-IDF + SVD),9,13,44
single_feature,11,Diversity (Multilingual E5),3,7,68
single_feature,11,GP+UCB (Multilingual E5),8,13,28
single_feature,12,Random,4,10,64
single_feature,12,QA order,1,6,58
single_feature,12,Feature-stratified,2,3,68
single_feature,12,Diversity (One-Hot),2,7,65
single_feature,12,GP+UCB (One-Hot),8,13,42
single_feature,12,Diversity (TF-IDF + SVD),5,11,58
single_feature,12,GP+UCB (TF-IDF + SVD),9,13,38
single_feature,12,Diversity (Multilingual E5),5,12,54
single_feature,12,GP+UCB (Multilingual E5),6,12,55
single_feature,13,Random,3,10,66
single_feature,13,QA order,0,7,58
single_feature,13,Feature-stratified,1,6,67
single_feature,13,Diversity (One-Hot),1,6,66
single_feature,13,GP+UCB (One-Hot),3,13,40
single_feature,13,Diversity (TF-IDF + SVD),1,9,68
single_feature,13,GP+UCB (TF-IDF + SVD),5,10,64
single_feature,13,Diversity (Multilingual E5),2,11,53
single_feature,13,GP+UCB (Multilingual E5),2,11,55
single_feature,14,Random,1,8,65
single_feature,14,QA order,1,13,40
single_feature,14,Feature-stratified,3,8,63
single_feature,14,Diversity (One-Hot),4,13,45
single_feature,14,GP+UCB (One-Hot),11,13,24
single_feature,14,Diversity (TF-IDF + SVD),2,9,67
single_feature,14,GP+UCB (TF-IDF + SVD),8,13,34
single_feature,14,Diversity (Multilingual E5),3,7,68
single_feature,14,GP+UCB (Multilingual E5),8,13,31
single_feature,15,Random,3,11,61
single_feature,15,QA order,1,13,39
single_feature,15,Feature-stratified,3,7,63
single_feature,15,Diversity (One-Hot),3,13,44
single_feature,15,GP+UCB (One-Hot),12,13,21
single_feature,15,Diversity (TF-IDF + SVD),2,8,67
single_feature,15,GP+UCB (TF-IDF + SVD),8,13,35
single_feature,15,Diversity (Multilingual E5),2,8,68
single_feature,15,GP+UCB (Multilingual E5),9,13,26
single_feature,16,Random,3,7,67
single_feature,16,QA order,1,13,39
single_feature,16,Feature-stratified,2,7,63
single_feature,16,Diversity (One-Hot),3,13,44
single_feature,16,GP+UCB (One-Hot),11,13,22
single_feature,16,Diversity (TF-IDF + SVD),3,9,67
single_feature,16,GP+UCB (TF-IDF + SVD),8,13,31
single_feature,16,Diversity (Multilingual E5),4,8,68
single_feature,16,GP+UCB (Multilingual E5),7,13,27
single_feature,17,Random,4,9,67
single_feature,17,QA order,1,7,58
single_feature,17,Feature-stratified,1,4,69
single_feature,17,Diversity (One-Hot),2,7,65
single_feature,17,GP+UCB (One-Hot),8,13,30
single_feature,17,Diversity (TF-IDF + SVD),4,9,68
single_feature,17,GP+UCB (TF-IDF + SVD),6,13,49
single_feature,17,Diversity (Multilingual E5),4,12,55
single_feature,17,GP+UCB (Multilingual E5),7,13,50
single_feature,18,Random,2,10,68
single_feature,18,QA order,1,13,40
single_feature,18,Feature-stratified,3,8,61
single_feature,18,Diversity (One-Hot),3,13,45
single_feature,18,GP+UCB (One-Hot),12,13,21
single_feature,18,Diversity (TF-IDF + SVD),2,7,67
single_feature,18,GP+UCB (TF-IDF + SVD),10,13,28
single_feature,18,Diversity (Multilingual E5),3,8,68
single_feature,18,GP+UCB (Multilingual E5),9,13,31
single_feature,19,Random,4,9,69
single_feature,19,QA order,1,13,40
single_feature,19,Feature-stratified,3,7,63
single_feature,19,Diversity (One-Hot),4,13,45
single_feature,19,GP+UCB (One-Hot),11,13,22
single_feature,19,Diversity (TF-IDF + SVD),3,8,67
single_feature,19,GP+UCB (TF-IDF + SVD),7,13,31
single_feature,19,Diversity (Multilingual E5),3,8,68
single_feature,19,GP+UCB (Multilingual E5),8,13,29
single_feature,20,Random,4,10,69
single_feature,20,QA order,1,13,40
single_feature,20,Feature-stratified,3,7,63
single_feature,20,Diversity (One-Hot),2,13,45
single_feature,20,GP+UCB (One-Hot),11,13,27
single_feature,20,Diversity (TF-IDF + SVD),3,9,63
single_feature,20,GP+UCB (TF-IDF + SVD),8,12,62
single_feature,20,Diversity (Multilingual E5),4,7,68
single_feature,20,GP+UCB (Multilingual E5),7,13,33
single_feature,21,Random,2,9,65
single_feature,21,QA order,1,8,58
single_feature,21,Feature-stratified,1,5,69
single_feature,21,Diversity (One-Hot),2,8,66
single_feature,21,GP+UCB (One-Hot),9,13,36
single_feature,21,Diversity (TF-IDF + SVD),5,9,68
single_feature,21,GP+UCB (TF-IDF + SVD),4,13,49
single_feature,21,Diversity (Multilingual E5),5,12,53
single_feature,21,GP+UCB (Multilingual E5),7,13,35
single_feature,22,Random,2,10,66
single_feature,22,QA order,1,8,56
single_feature,22,Feature-stratified,2,5,68
single_feature,22,Diversity (One-Hot),3,7,66
single_feature,22,GP+UCB (One-Hot),8,13,33
single_feature,22,Diversity (TF-IDF + SVD),4,9,62
single_feature,22,GP+UCB (TF-IDF + SVD),8,12,53
single_feature,22,Diversity (Multilingual E5),5,11,59
single_feature,22,GP+UCB (Multilingual E5),9,13,45
single_feature,23,Random,2,9,66
single_feature,23,QA order,1,13,40
single_feature,23,Feature-stratified,3,8,63
single_feature,23,Diversity (One-Hot),3,13,45
single_feature,23,GP+UCB (One-Hot),10,13,23
single_feature,23,Diversity (TF-IDF + SVD),4,8,67
single_feature,23,GP+UCB (TF-IDF + SVD),8,13,27
single_feature,23,Diversity (Multilingual E5),4,9,66
single_feature,23,GP+UCB (Multilingual E5),7,13,39
single_feature,24,Random,4,9,63
single_feature,24,QA order,1,13,40
single_feature,24,Feature-stratified,3,8,61
single_feature,24,Diversity (One-Hot),3,13,45
single_feature,24,GP+UCB (One-Hot),9,13,24
single_feature,24,Diversity (TF-IDF + SVD),4,9,67
single_feature,24,GP+UCB (TF-IDF + SVD),8,13,31
single_feature,24,Diversity (Multilingual E5),3,10,68
single_feature,24,GP+UCB (Multilingual E5),9,12,55
negative_tests,0,Random,4,8,68
negative_tests,0,QA order,2,8,63
negative_tests,0,Feature-stratified,3,10,65
negative_tests,0,Diversity (One-Hot),3,10,62
negative_tests,0,GP+UCB (One-Hot),5,12,66
negative_tests,0,Diversity (TF-IDF + SVD),3,10,58
negative_tests,0,GP+UCB (TF-IDF + SVD),6,11,56
negative_tests,0,Diversity (Multilingual E5),4,11,64
negative_tests,0,GP+UCB (Multilingual E5),8,12,62
negative_tests,1,Random,5,11,57
negative_tests,1,QA order,5,10,68
negative_tests,1,Feature-stratified,3,8,69
negative_tests,1,Diversity (One-Hot),6,10,69
negative_tests,1,GP+UCB (One-Hot),9,12,69
negative_tests,1,Diversity (TF-IDF + SVD),6,11,56
negative_tests,1,GP+UCB (TF-IDF + SVD),8,11,66
negative_tests,1,Diversity (Multilingual E5),7,11,64
negative_tests,1,GP+UCB (Multilingual E5),7,12,69
negative_tests,2,Random,5,9,65
negative_tests,2,QA order,7,11,61
negative_tests,2,Feature-stratified,5,11,68
negative_tests,2,Diversity (One-Hot),4,11,69
negative_tests,2,GP+UCB (One-Hot),7,13,39
negative_tests,2,Diversity (TF-IDF + SVD),6,9,66
negative_tests,2,GP+UCB (TF-IDF + SVD),7,10,61
negative_tests,2,Diversity (Multilingual E5),6,10,69
negative_tests,2,GP+UCB (Multilingual E5),7,13,45
negative_tests,3,Random,3,8,69
negative_tests,3,QA order,4,11,62
negative_tests,3,Feature-stratified,4,9,64
negative_tests,3,Diversity (One-Hot),5,11,57
negative_tests,3,GP+UCB (One-Hot),9,13,44
negative_tests,3,Diversity (TF-IDF + SVD),4,9,60
negative_tests,3,GP+UCB (TF-IDF + SVD),4,12,59
negative_tests,3,Diversity (Multilingual E5),5,11,69
negative_tests,3,GP+UCB (Multilingual E5),6,13,48
negative_tests,4,Random,5,10,68
negative_tests,4,QA order,6,11,68
negative_tests,4,Feature-stratified,4,9,64
negative_tests,4,Diversity (One-Hot),6,11,69
negative_tests,4,GP+UCB (One-Hot),8,13,41
negative_tests,4,Diversity (TF-IDF + SVD),4,9,66
negative_tests,4,GP+UCB (TF-IDF + SVD),6,9,61
negative_tests,4,Diversity (Multilingual E5),5,11,69
negative_tests,4,GP+UCB (Multilingual E5),7,12,63
negative_tests,5,Random,6,10,67
negative_tests,5,QA order,4,11,64
negative_tests,5,Feature-stratified,3,9,67
negative_tests,5,Diversity (One-Hot),3,12,62
negative_tests,5,GP+UCB (One-Hot),8,13,28
negative_tests,5,Diversity (TF-IDF + SVD),4,7,61
negative_tests,5,GP+UCB (TF-IDF + SVD),5,11,62
negative_tests,5,Diversity (Multilingual E5),6,12,58
negative_tests,5,GP+UCB (Multilingual E5),7,13,49
negative_tests,6,Random,3,12,53
negative_tests,6,QA order,6,10,69
negative_tests,6,Feature-stratified,3,10,66
negative_tests,6,Diversity (One-Hot),4,11,68
negative_tests,6,GP+UCB (One-Hot),9,13,36
negative_tests,6,Diversity (TF-IDF + SVD),3,8,66
negative_tests,6,GP+UCB (TF-IDF + SVD),6,12,64
negative_tests,6,Diversity (Multilingual E5),5,11,69
negative_tests,6,GP+UCB (Multilingual E5),8,13,47
negative_tests,7,Random,1,6,66
negative_tests,7,QA order,5,11,61
negative_tests,7,Feature-stratified,2,9,68
negative_tests,7,Diversity (One-Hot),4,11,69
negative_tests,7,GP+UCB (One-Hot),5,11,69
negative_tests,7,Diversity (TF-IDF + SVD),3,8,57
negative_tests,7,GP+UCB (TF-IDF + SVD),4,9,66
negative_tests,7,Diversity (Multilingual E5),3,11,64
negative_tests,7,GP+UCB (Multilingual E5),3,12,65
negative_tests,8,Random,2,10,67
negative_tests,8,QA order,5,10,68
negative_tests,8,Feature-stratified,3,9,62
negative_tests,8,Diversity (One-Hot),5,11,69
negative_tests,8,GP+UCB (One-Hot),7,12,69
negative_tests,8,Diversity (TF-IDF + SVD),3,7,66
negative_tests,8,GP+UCB (TF-IDF + SVD),4,8,69
negative_tests,8,Diversity (Multilingual E5),3,11,69
negative_tests,8,GP+UCB (Multilingual E5),3,12,54
negative_tests,9,Random,1,9,66
negative_tests,9,QA order,5,10,63
negative_tests,9,Feature-stratified,2,12,69
negative_tests,9,Diversity (One-Hot),4,9,69
negative_tests,9,GP+UCB (One-Hot),5,12,69
negative_tests,9,Diversity (TF-IDF + SVD),2,8,66
negative_tests,9,GP+UCB (TF-IDF + SVD),3,9,62
negative_tests,9,Diversity (Multilingual E5),3,10,69
negative_tests,9,GP+UCB (Multilingual E5),3,13,38
negative_tests,10,Random,4,11,63
negative_tests,10,QA order,5,10,68
negative_tests,10,Feature-stratified,4,10,65
negative_tests,10,Diversity (One-Hot),7,10,68
negative_tests,10,GP+UCB (One-Hot),9,12,69
negative_tests,10,Diversity (TF-IDF + SVD),5,10,66
negative_tests,10,GP+UCB (TF-IDF + SVD),6,11,62
negative_tests,10,Diversity (Multilingual E5),7,12,57
negative_tests,10,GP+UCB (Multilingual E5),7,13,50
negative_tests,11,Random,5,12,61
negative_tests,11,QA order,6,11,61
negative_tests,11,Feature-stratified,4,10,64
negative_tests,11,Diversity (One-Hot),5,12,68
negative_tests,11,GP+UCB (One-Hot),10,12,69
negative_tests,11,Diversity (TF-IDF + SVD),6,8,66
negative_tests,11,GP+UCB (TF-IDF + SVD),6,12,60
negative_tests,11,Diversity (Multilingual E5),5,11,64
negative_tests,11,GP+UCB (Multilingual E5),8,11,60
negative_tests,12,Random,5,11,66
negative_tests,12,QA order,6,10,68
negative_tests,12,Feature-stratified,5,11,64
negative_tests,12,Diversity (One-Hot),5,11,68
negative_tests,12,GP+UCB (One-Hot),8,12,69
negative_tests,12,Diversity (TF-IDF + SVD),3,8,66
negative_tests,12,GP+UCB (TF-IDF + SVD),5,10,65
negative_tests,12,Diversity (Multilingual E5),4,11,63
negative_tests,12,GP+UCB (Multilingual E5),8,12,66
negative_tests,13,Random,4,10,59
negative_tests,13,QA order,5,11,62
negative_tests,13,Feature-stratified,3,11,60
negative_tests,13,Diversity (One-Hot),3,10,69
negative_tests,13,GP+UCB (One-Hot),6,12,69
negative_tests,13,Diversity (TF-IDF + SVD),3,9,61
negative_tests,13,GP+UCB (TF-IDF + SVD),2,7,69
negative_tests,13,Diversity (Multilingual E5),5,11,64
negative_tests,13,GP+UCB (Multilingual E5),6,13,38
negative_tests,14,Random,4,9,63
negative_tests,14,QA order,6,10,57
negative_tests,14,Feature-stratified,3,9,69
negative_tests,14,Diversity (One-Hot),5,10,68
negative_tests,14,GP+UCB (One-Hot),6,12,51
negative_tests,14,Diversity (TF-IDF + SVD),6,10,66
negative_tests,14,GP+UCB (TF-IDF + SVD),8,13,41
negative_tests,14,Diversity (Multilingual E5),7,10,69
negative_tests,14,GP+UCB (Multilingual E5),6,13,45
negative_tests,15,Random,4,8,67
negative_tests,15,QA order,4,9,69
negative_tests,15,Feature-stratified,3,10,62
negative_tests,15,Diversity (One-Hot),7,10,68
negative_tests,15,GP+UCB (One-Hot),7,13,33
negative_tests,15,Diversity (TF-IDF + SVD),4,9,66
negative_tests,15,GP+UCB (TF-IDF + SVD),4,11,59
negative_tests,15,Diversity (Multilingual E5),5,11,69
negative_tests,15,GP+UCB (Multilingual E5),7,13,48
negative_tests,16,Random,3,9,69
negative_tests,16,QA order,6,12,61
negative_tests,16,Feature-stratified,3,12,68
negative_tests,16,Diversity (One-Hot),5,11,69
negative_tests,16,GP+UCB (One-Hot),8,13,35
negative_tests,16,Diversity (TF-IDF + SVD),2,9,61
negative_tests,16,GP+UCB (TF-IDF + SVD),5,11,56
negative_tests,16,Diversity (Multilingual E5),6,11,64
negative_tests,16,GP+UCB (Multilingual E5),7,13,49
negative_tests,17,Random,2,9,67
negative_tests,17,QA order,4,9,64
negative_tests,17,Feature-stratified,2,9,68
negative_tests,17,Diversity (One-Hot),2,9,69
negative_tests,17,GP+UCB (One-Hot),5,11,69
negative_tests,17,Diversity (TF-IDF + SVD),2,6,66
negative_tests,17,GP+UCB (TF-IDF + SVD),3,9,67
negative_tests,17,Diversity (Multilingual E5),3,11,64
negative_tests,17,GP+UCB (Multilingual E5),2,12,68
negative_tests,18,Random,3,9,67
negative_tests,18,QA order,3,10,64
negative_tests,18,Feature-stratified,3,7,68
negative_tests,18,Diversity (One-Hot),3,12,51
negative_tests,18,GP+UCB (One-Hot),5,13,31
negative_tests,18,Diversity (TF-IDF + SVD),5,8,66
negative_tests,18,GP+UCB (TF-IDF + SVD),6,11,69
negative_tests,18,Diversity (Multilingual E5),7,12,69
negative_tests,18,GP+UCB (Multilingual E5),8,12,69
negative_tests,19,Random,2,11,56
negative_tests,19,QA order,5,11,62
negative_tests,19,Feature-stratified,3,11,69
negative_tests,19,Diversity (One-Hot),5,9,69
negative_tests,19,GP+UCB (One-Hot),8,10,69
negative_tests,19,Diversity (TF-IDF + SVD),4,10,66
negative_tests,19,GP+UCB (TF-IDF + SVD),3,9,58
negative_tests,19,Diversity (Multilingual E5),5,10,69
negative_tests,19,GP+UCB (Multilingual E5),5,11,66
negative_tests,20,Random,2,9,67
negative_tests,20,QA order,6,8,68
negative_tests,20,Feature-stratified,2,11,68
negative_tests,20,Diversity (One-Hot),3,10,69
negative_tests,20,GP+UCB (One-Hot),6,13,39
negative_tests,20,Diversity (TF-IDF + SVD),3,9,66
negative_tests,20,GP+UCB (TF-IDF + SVD),5,10,64
negative_tests,20,Diversity (Multilingual E5),4,10,69
negative_tests,20,GP+UCB (Multilingual E5),8,13,32
negative_tests,21,Random,4,11,68
negative_tests,21,QA order,5,11,61
negative_tests,21,Feature-stratified,3,11,65
negative_tests,21,Diversity (One-Hot),6,12,69
negative_tests,21,GP+UCB (One-Hot),8,13,34
negative_tests,21,Diversity (TF-IDF + SVD),3,8,66
negative_tests,21,GP+UCB (TF-IDF + SVD),6,10,63
negative_tests,21,Diversity (Multilingual E5),5,11,69
negative_tests,21,GP+UCB (Multilingual E5),8,13,49
negative_tests,22,Random,2,9,69
negative_tests,22,QA order,5,10,62
negative_tests,22,Feature-stratified,3,9,65
negative_tests,22,Diversity (One-Hot),2,8,69
negative_tests,22,GP+UCB (One-Hot),4,11,69
negative_tests,22,Diversity (TF-IDF + SVD),3,7,66
negative_tests,22,GP+UCB (TF-IDF + SVD),3,9,66
negative_tests,22,Diversity (Multilingual E5),4,10,69
negative_tests,22,GP+UCB (Multilingual E5),6,12,69
negative_tests,23,Random,3,9,68
negative_tests,23,QA order,4,10,68
negative_tests,23,Feature-stratified,3,11,57
negative_tests,23,Diversity (One-Hot),3,10,69
negative_tests,23,GP+UCB (One-Hot),7,12,69
negative_tests,23,Diversity (TF-IDF + SVD),3,8,58
negative_tests,23,GP+UCB (TF-IDF + SVD),6,10,57
negative_tests,23,Diversity (Multilingual E5),6,11,64
negative_tests,23,GP+UCB (Multilingual E5),7,13,36
negative_tests,24,Random,2,8,65
negative_tests,24,QA order,3,11,61
negative_tests,24,Feature-stratified,2,9,62
negative_tests,24,Diversity (One-Hot),4,12,51
negative_tests,24,GP+UCB (One-Hot),7,13,33
negative_tests,24,Diversity (TF-IDF + SVD),4,8,61
negative_tests,24,GP+UCB (TF-IDF + SVD),3,12,57
negative_tests,24,Diversity (Multilingual E5),4,12,64
negative_tests,24,GP+UCB (Multilingual E5),7,11,55
